"Campaign_ID","Target_Audience","Age_Group","Customer_Type","Campaign_Goal","Duration","Channel_Used","Conversion_Rate","Spend","ROI","Location","Language","Clicks","Impressions","Customer_Segment","Date","Company","FullState"
367613,"Men","35-44","Men 35-44","Increase Sales",15,"Facebook",0.03,4037.33,2.39,"Los Angeles","French",10141,31559,"Food",2022-12-17,"Palate Paradise","California"
680788,"Women","18-24","Women 18-24","Market Expansion",30,"Facebook",0.1,5946.3,5.17,"Austin","French",15358,47010,"Food",2022-01-14,"Bistro Bliss","Texas"
204377,"Women","35-44","Women 35-44","Product Launch",15,"Facebook",0.02,3630.74,7.65,"Las Vegas","Spanish",9038,28290,"Fashion",2022-08-11,"Mode Maven","Nevada"
310446,"Men","35-44","Men 35-44","Market Expansion",30,"Instagram",0.12,6628.6,4.68,"Los Angeles","Spanish",17185,52422,"Food",2022-01-28,"Epicurean Edge","California"
574650,"Men","35-44","Men 35-44","Product Launch",15,"Facebook",0.11,2184.61,4.45,"Miami","English",5346,17354,"Food",2022-10-20,"Gourmet Grove","Florida"
296610,"Men","18-24","Men 18-24","Market Expansion",15,"Facebook",0.03,2768.05,4.5,"Miami","French",6779,21599,"Fashion",2022-11-23,"Glam Garments","Florida"
700348,"Women","25-34","Women 25-34","Increase Sales",30,"Instagram",0.13,4361.51,2.12,"Austin","Spanish",11027,34182,"Food",2022-07-11,"Feast Flavors","Texas"
657583,"Women","25-34","Women 25-34","Brand Awareness",30,"Pinterest",0.11,5778.06,0.164447483,"New York","French",8744,29454,"Fashion",2022-02-19,"Vogue Visions","New York"
974676,"Women","35-44","Women 35-44","Increase Sales",60,"Facebook",0.02,13502.02,7.97,"New York","Spanish",35581,106912,"Food",2022-09-24,"Feast Flavors","New York"
296179,"Men","35-44","Men 35-44","Brand Awareness",30,"Facebook",0.04,5260.39,1.13,"Los Angeles","English",13483,41458,"Food",2022-04-19,"Savor Street","California"
207663,"Women","18-24","Women 18-24","Market Expansion",60,"Twitter",0.09,14912.26,6.95,"Miami","English",38287,114927,"Food",2022-01-02,"Nosh Nirvana","Florida"
819114,"Women","25-34","Women 25-34","Market Expansion",45,"Twitter",0.07,8311.42,5.43,"Austin","French",21772,66009,"Fashion",2022-04-04,"Glam Garments","Texas"
275515,"Women","35-44","Women 35-44","Market Expansion",60,"Facebook",0.06,12023.24,2.21,"Miami","Spanish",31829,95799,"Fashion",2022-05-03,"Trend Tailors","Florida"
350703,"Women","35-44","Women 35-44","Product Launch",45,"Twitter",0.03,10190.87,7.44,"Austin","English",26873,81119,"Food",2022-04-30,"Gastronomy Guild","Texas"
193080,"Men","35-44","Men 35-44","Brand Awareness",30,"Pinterest",0.07,6449.69,0.965235224,"Los Angeles","Spanish",9813,32935,"Food",2022-06-15,"Culinary Quest","California"
577742,"Men","25-34","Men 25-34","Product Launch",60,"Pinterest",0.09,15000,0.648852567,"Austin","French",23180,76459,"Food",2022-05-15,"Epicurean Edge","Texas"
477201,"Women","35-44","Women 35-44","Product Launch",30,"Twitter",0.08,6557.2,4.41,"Los Angeles","Spanish",16996,51864,"Food",2022-11-18,"Epicurean Edge","California"
174713,"Women","25-34","Women 25-34","Increase Sales",60,"Facebook",0.02,12368.36,3.61,"New York","English",32745,98512,"Food",2022-11-13,"Gourmet Grove","New York"
804066,"Women","18-24","Women 18-24","Brand Awareness",30,"Pinterest",0.05,5156.17,1.034946657,"Las Vegas","English",7759,26245,"Food",2022-05-22,"Gourmet Grove","Nevada"
848396,"Women","18-24","Women 18-24","Brand Awareness",60,"Twitter",0.02,11771.63,1.03,"Miami","Spanish",31176,93865,"Fashion",2022-12-04,"Runway Rebels","Florida"
755526,"Women","18-24","Women 18-24","Product Launch",30,"Instagram",0.08,4853.08,5.56,"Las Vegas","Spanish",12375,38174,"Fashion",2022-06-04,"Trend Tailors","Nevada"
564230,"Men","18-24","Men 18-24","Market Expansion",45,"Facebook",0.13,11146.98,4.29,"New York","English",29477,88831,"Food",2022-05-18,"Dine Divine","New York"
562102,"Men","25-34","Men 25-34","Increase Sales",45,"Pinterest",0.04,10195.26,1.360266677,"Austin","French",15789,52395,"Fashion",2022-01-23,"Chic Couture","Texas"
396627,"Women","35-44","Women 35-44","Product Launch",30,"Facebook",0.11,4579.29,3.32,"New York","French",11627,35960,"Fashion",2022-03-09,"Runway Rebels","New York"
556560,"Men","25-34","Men 25-34","Product Launch",45,"Facebook",0.09,8207.4,4.26,"Las Vegas","English",21482,65150,"Food",2022-10-31,"Culinary Quest","Nevada"
270807,"Men","25-34","Men 25-34","Brand Awareness",15,"Pinterest",0.06,4119.1,1.417465801,"New York","French",6089,20809,"Fashion",2022-10-22,"Attire Artistry","New York"
223037,"Women","18-24","Women 18-24","Brand Awareness",30,"Facebook",0.08,4377.34,6.46,"New York","French",11074,34322,"Fashion",2022-07-27,"Style Sphere","New York"
114848,"Women","18-24","Women 18-24","Brand Awareness",30,"Facebook",0.11,4702.36,7.09,"Austin","Spanish",11965,36959,"Fashion",2022-03-18,"Mode Maven","Texas"
849325,"Women","35-44","Women 35-44","Market Expansion",15,"Facebook",0.14,2655.65,5.84,"Miami","Spanish",6494,20756,"Fashion",2022-03-12,"Chic Couture","Florida"
568991,"Women","35-44","Women 35-44","Product Launch",45,"Instagram",0.1,10002.73,0.08,"Las Vegas","Spanish",26358,79593,"Fashion",2022-04-14,"Trend Tailors","Nevada"
436312,"Women","35-44","Women 35-44","Increase Sales",30,"Facebook",0.12,6604.97,0.93,"Las Vegas","English",17121,52233,"Food",2022-07-10,"Palate Paradise","Nevada"
717574,"Women","25-34","Women 25-34","Market Expansion",15,"Twitter",0.09,500,4.34,"Los Angeles","English",820,3949,"Fashion",2022-06-25,"Chic Couture","California"
544849,"Women","18-24","Women 18-24","Product Launch",15,"Instagram",0.03,3753.23,1.95,"Los Angeles","English",9367,29265,"Food",2022-01-31,"Culinary Quest","California"
541624,"Women","18-24","Women 18-24","Product Launch",30,"Twitter",0.01,5496.9,2.53,"New York","English",14124,43356,"Food",2022-03-25,"Feast Flavors","New York"
967972,"Men","25-34","Men 25-34","Brand Awareness",60,"Facebook",0.04,12660.45,2.68,"Las Vegas","Spanish",33507,100768,"Food",2022-02-11,"Gastronomy Guild","Nevada"
295581,"Men","18-24","Men 18-24","Product Launch",60,"Facebook",0.08,12375.28,7.92,"Austin","English",32761,98559,"Fashion",2022-09-04,"Mode Maven","Texas"
350378,"Women","25-34","Women 25-34","Brand Awareness",45,"Pinterest",0.12,7992.71,0.287783095,"Austin","English",12271,40937,"Fashion",2022-03-02,"Vogue Visions","Texas"
433441,"Women","25-34","Women 25-34","Market Expansion",60,"Instagram",0.01,13866.32,3.38,"New York","English",36388,109303,"Food",2022-05-01,"Epicurean Edge","New York"
995491,"Women","18-24","Women 18-24","Brand Awareness",60,"Instagram",0.12,14749.28,3.98,"Los Angeles","French",38045,114210,"Fashion",2022-08-03,"Silk & Style","California"
681497,"Women","18-24","Women 18-24","Product Launch",45,"Facebook",0.02,9303.5,2.88,"Miami","English",24444,73924,"Fashion",2022-06-28,"Style Sphere","Florida"
857666,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.13,15000,0.1,"New York","Spanish",39356,118094,"Fashion",2022-02-16,"Fiber Fashion","New York"
947885,"Women","35-44","Women 35-44","Product Launch",60,"Facebook",0.02,12539.94,2.83,"Las Vegas","English",33187,99820,"Fashion",2022-08-17,"Attire Artistry","Nevada"
975550,"Men","35-44","Men 35-44","Increase Sales",15,"Twitter",0.14,1891.39,3.35,"Miami","French",4646,15283,"Fashion",2022-03-17,"Attire Artistry","Florida"
965156,"Women","18-24","Women 18-24","Brand Awareness",60,"Pinterest",0.13,11516.83,0.670302239,"Los Angeles","Spanish",17905,59283,"Food",2022-12-01,"Culinary Quest","California"
388692,"Women","18-24","Women 18-24","Brand Awareness",60,"Instagram",0.04,13957.88,3.24,"Miami","Spanish",36580,109870,"Food",2022-08-12,"Bistro Bliss","Florida"
982721,"Men","25-34","Men 25-34","Market Expansion",30,"Twitter",0.14,5638.26,4.54,"Miami","Spanish",14512,44505,"Fashion",2022-12-23,"Style Sphere","Florida"
268775,"Men","25-34","Men 25-34","Brand Awareness",30,"Twitter",0.02,5441.78,5.6,"New York","English",13974,42911,"Food",2022-09-27,"Bistro Bliss","New York"
323484,"Men","35-44","Men 35-44","Market Expansion",60,"Pinterest",0.02,11481.26,1.222631284,"New York","French",17848,59098,"Food",2022-01-09,"Bistro Bliss","New York"
109062,"Men","25-34","Men 25-34","Product Launch",30,"Twitter",0.14,6428.11,2.67,"Miami","French",16654,50850,"Fashion",2022-04-04,"Attire Artistry","Florida"
516704,"Women","25-34","Women 25-34","Increase Sales",45,"Instagram",0.14,8233.56,3.75,"Austin","French",21553,65360,"Food",2022-08-20,"Nosh Nirvana","Texas"
887705,"Men","35-44","Men 35-44","Increase Sales",30,"Twitter",0.07,5120.51,1.06,"Los Angeles","English",13108,40345,"Food",2022-04-27,"Gourmet Grove","California"
195916,"Women","35-44","Women 35-44","Increase Sales",45,"Facebook",0.03,9022.54,5.01,"Austin","Spanish",23691,71693,"Food",2022-07-10,"Culinary Quest","Texas"
901676,"Men","35-44","Men 35-44","Product Launch",45,"Pinterest",0.15,9671.16,0.8883739,"Las Vegas","English",14951,49665,"Fashion",2022-07-16,"Chic Couture","Nevada"
128477,"Men","18-24","Men 18-24","Market Expansion",30,"Twitter",0.09,7214.85,5.07,"Austin","French",18783,57157,"Food",2022-02-03,"Gastronomy Guild","Texas"
407410,"Men","35-44","Men 35-44","Product Launch",15,"Pinterest",0.08,500,0.405756289,"New York","English",301,1962,"Fashion",2022-04-30,"Vogue Visions","New York"
265250,"Men","25-34","Men 25-34","Market Expansion",30,"Pinterest",0.08,6992.34,0.091161104,"Las Vegas","French",10679,35757,"Food",2022-04-14,"Gourmet Grove","Nevada"
236607,"Women","18-24","Women 18-24","Brand Awareness",30,"Twitter",0.02,7498.58,4.8,"Los Angeles","Spanish",19544,59409,"Food",2022-05-06,"Bistro Bliss","California"
518779,"Men","25-34","Men 25-34","Product Launch",45,"Instagram",0.12,11352.24,3.08,"Los Angeles","Spanish",30035,90485,"Food",2022-06-09,"Feast Flavors","California"
610926,"Men","25-34","Men 25-34","Product Launch",45,"Facebook",0.05,11140.36,4.91,"Austin","English",29460,88782,"Fashion",2022-03-27,"Chic Couture","Texas"
338908,"Women","18-24","Women 18-24","Product Launch",15,"Pinterest",0.03,2571.8,0.159085065,"Miami","French",3690,12999,"Fashion",2022-04-22,"Trend Tailors","Florida"
592453,"Men","25-34","Men 25-34","Market Expansion",30,"Facebook",0.08,6721.7,3.06,"New York","French",17435,53164,"Fashion",2022-07-03,"Silk & Style","New York"
604215,"Men","18-24","Men 18-24","Market Expansion",15,"Instagram",0.04,3932.94,5.45,"Austin","French",9856,30715,"Food",2022-07-07,"Palate Paradise","Texas"
583253,"Women","25-34","Women 25-34","Market Expansion",30,"Twitter",0.1,5735.21,7.7,"Los Angeles","French",14772,45274,"Food",2022-05-28,"Feast Flavors","California"
202554,"Men","25-34","Men 25-34","Market Expansion",15,"Pinterest",0.03,500,1.072483582,"Austin","Spanish",328,2051,"Food",2022-12-11,"Nosh Nirvana","Texas"
666252,"Men","18-24","Men 18-24","Product Launch",60,"Facebook",0.04,13207.01,5.74,"Los Angeles","Spanish",34890,104864,"Food",2022-12-18,"Feast Flavors","California"
624557,"Women","35-44","Women 35-44","Product Launch",15,"Twitter",0.06,1333.18,6.39,"Miami","English",3476,11816,"Fashion",2022-03-06,"Mode Maven","Florida"
288127,"Women","25-34","Women 25-34","Increase Sales",45,"Pinterest",0.03,9796.58,0.799000269,"Miami","French",15157,50336,"Food",2022-07-02,"Gourmet Grove","Florida"
463841,"Men","35-44","Men 35-44","Market Expansion",30,"Facebook",0.06,4253.06,3.12,"Miami","French",10737,33324,"Fashion",2022-05-27,"Fiber Fashion","Florida"
666807,"Women","18-24","Women 18-24","Brand Awareness",15,"Instagram",0.03,1806.89,0.43,"New York","English",4454,14714,"Food",2022-11-04,"Culinary Quest","New York"
774957,"Women","25-34","Women 25-34","Market Expansion",45,"Pinterest",0.12,10416.22,0.307445294,"Las Vegas","Spanish",16140,53539,"Food",2022-05-18,"Epicurean Edge","Nevada"
947776,"Women","35-44","Women 35-44","Brand Awareness",45,"Twitter",0.06,9992.13,4.2,"Las Vegas","Spanish",26329,79507,"Food",2022-08-16,"Nosh Nirvana","Nevada"
609324,"Men","25-34","Men 25-34","Brand Awareness",15,"Instagram",0.09,1533.56,1.3,"Austin","French",3877,13005,"Fashion",2022-06-22,"Glam Garments","Texas"
705718,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.12,15000,0.88,"Austin","Spanish",39377,118154,"Fashion",2022-04-27,"Mode Maven","Texas"
329721,"Women","35-44","Women 35-44","Increase Sales",60,"Facebook",0.14,11641.44,5.05,"New York","Spanish",30825,92824,"Food",2022-12-02,"Epicurean Edge","New York"
606990,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.05,13059.78,2.16,"New York","French",34526,103788,"Food",2022-03-23,"Bistro Bliss","New York"
195687,"Men","35-44","Men 35-44","Increase Sales",45,"Facebook",0.13,10601.11,1.05,"Las Vegas","Spanish",27987,84418,"Food",2022-10-07,"Savor Street","Nevada"
221315,"Men","25-34","Men 25-34","Product Launch",45,"Instagram",0.12,10301.2,2.37,"Austin","English",27169,81994,"Fashion",2022-05-01,"Trend Tailors","Texas"
625560,"Women","18-24","Women 18-24","Market Expansion",30,"Facebook",0.01,7243.61,4.09,"Las Vegas","French",18857,57375,"Food",2022-12-17,"Nosh Nirvana","Nevada"
770200,"Women","18-24","Women 18-24","Product Launch",45,"Pinterest",0.04,7938.3,1.163644686,"Las Vegas","French",12183,40651,"Fashion",2022-06-01,"Glam Garments","Nevada"
106747,"Men","18-24","Men 18-24","Product Launch",15,"Pinterest",0.05,2020.03,0.321745075,"Los Angeles","French",2906,10446,"Fashion",2022-02-24,"Glam Garments","California"
359972,"Men","25-34","Men 25-34","Increase Sales",60,"Pinterest",0.09,12209.5,0.775763124,"New York","French",18986,62804,"Fashion",2022-11-17,"Fiber Fashion","New York"
370311,"Men","35-44","Men 35-44","Increase Sales",15,"Pinterest",0.07,500,0.436143323,"Miami","English",731,3365,"Fashion",2022-08-11,"Fiber Fashion","Florida"
271969,"Women","25-34","Women 25-34","Market Expansion",15,"Pinterest",0.03,1621.19,1.202969084,"Austin","French",2381,8736,"Food",2022-06-15,"Palate Paradise","Texas"
177627,"Women","18-24","Women 18-24","Product Launch",45,"Instagram",0.01,10172.66,3.24,"Las Vegas","French",26825,80976,"Fashion",2022-04-13,"Vogue Visions","Nevada"
465523,"Men","18-24","Men 18-24","Market Expansion",60,"Instagram",0.13,13431.31,4.59,"Los Angeles","English",35420,106434,"Food",2022-08-07,"Bistro Bliss","California"
300096,"Women","35-44","Women 35-44","Market Expansion",60,"Facebook",0.06,11516.91,2.92,"Las Vegas","French",30487,91822,"Food",2022-02-01,"Feast Flavors","Nevada"
333368,"Men","25-34","Men 25-34","Increase Sales",30,"Facebook",0.08,5906.05,0.85,"New York","English",15242,46668,"Fashion",2022-08-18,"Attire Artistry","New York"
391877,"Women","35-44","Women 35-44","Product Launch",60,"Facebook",0.05,11682.24,4.05,"Austin","French",30928,93130,"Fashion",2022-05-17,"Chic Couture","Texas"
373916,"Men","35-44","Men 35-44","Market Expansion",30,"Facebook",0.09,6742.57,4.37,"Miami","English",17494,53339,"Fashion",2022-05-30,"Glam Garments","Florida"
585678,"Men","35-44","Men 35-44","Brand Awareness",60,"Instagram",0.03,15000,7.04,"Miami","French",39014,117082,"Food",2022-05-23,"Culinary Quest","Florida"
990836,"Men","25-34","Men 25-34","Market Expansion",45,"Pinterest",0.01,9777.54,0.173384846,"Miami","French",15126,50235,"Fashion",2022-03-13,"Vogue Visions","Florida"
660012,"Men","35-44","Men 35-44","Increase Sales",45,"Pinterest",0.07,8237.89,0.180534736,"Los Angeles","French",12667,42227,"Food",2022-08-21,"Culinary Quest","California"
448760,"Women","18-24","Women 18-24","Brand Awareness",45,"Twitter",0.08,10956.49,2.75,"Los Angeles","English",28950,87270,"Fashion",2022-07-25,"Vogue Visions","California"
298153,"Women","25-34","Women 25-34","Product Launch",45,"Facebook",0.03,9843.16,0.8,"Las Vegas","French",25935,78340,"Food",2022-08-16,"Savor Street","Nevada"
123694,"Men","25-34","Men 25-34","Product Launch",60,"Twitter",0.14,13869.45,7.65,"Los Angeles","English",36396,109325,"Fashion",2022-04-24,"Runway Rebels","California"
479318,"Men","35-44","Men 35-44","Brand Awareness",45,"Twitter",0.06,9342.83,3.44,"Austin","English",24544,74220,"Food",2022-08-15,"Savor Street","Texas"
329484,"Women","25-34","Women 25-34","Brand Awareness",60,"Twitter",0.11,12840.56,6.47,"New York","English",33977,102160,"Fashion",2022-05-08,"Style Sphere","New York"
991384,"Women","35-44","Women 35-44","Increase Sales",45,"Facebook",0.04,8731.6,0.92,"Las Vegas","French",22910,69381,"Food",2022-07-18,"Savor Street","Nevada"
849158,"Men","35-44","Men 35-44","Brand Awareness",30,"Twitter",0.03,5168.8,5.4,"Las Vegas","English",13243,40746,"Food",2022-04-12,"Feast Flavors","Nevada"
950249,"Women","25-34","Women 25-34","Brand Awareness",30,"Pinterest",0.14,6466.07,1.129682706,"Austin","Spanish",9840,33022,"Food",2022-12-17,"Feast Flavors","Texas"
952021,"Women","18-24","Women 18-24","Brand Awareness",30,"Facebook",0.03,7066.07,0.97,"Austin","Spanish",18377,55952,"Fashion",2022-07-19,"Vogue Visions","Texas"
499713,"Women","25-34","Women 25-34","Increase Sales",30,"Instagram",0.03,7680.84,1.15,"Las Vegas","Spanish",20035,60864,"Food",2022-05-01,"Bistro Bliss","Nevada"
255675,"Men","18-24","Men 18-24","Brand Awareness",15,"Twitter",0.06,500,5.35,"New York","English",957,4354,"Food",2022-03-18,"Savor Street","New York"
462235,"Women","18-24","Women 18-24","Market Expansion",45,"Instagram",0.09,10376.37,4.16,"Austin","English",27376,82608,"Food",2022-06-18,"Epicurean Edge","Texas"
489954,"Men","25-34","Men 25-34","Product Launch",60,"Instagram",0.08,11922.82,4.02,"Miami","Spanish",31570,95031,"Food",2022-06-21,"Savor Street","Florida"
714822,"Men","18-24","Men 18-24","Brand Awareness",15,"Pinterest",0.07,2221.6,0.770400706,"Los Angeles","English",3191,11373,"Food",2022-09-15,"Nosh Nirvana","California"
725459,"Women","18-24","Women 18-24","Market Expansion",45,"Pinterest",0.01,10336.48,0.189472099,"Los Angeles","French",16014,53124,"Food",2022-11-13,"Palate Paradise","California"
538757,"Women","18-24","Women 18-24","Product Launch",45,"Instagram",0.03,9896.51,5.59,"Austin","French",26075,78754,"Fashion",2022-06-28,"Attire Artistry","Texas"
191130,"Women","18-24","Women 18-24","Market Expansion",60,"Twitter",0.03,13217.21,1.22,"Los Angeles","French",34914,104935,"Food",2022-03-27,"Feast Flavors","California"
479963,"Women","18-24","Women 18-24","Brand Awareness",15,"Pinterest",0.06,4030.94,1.24050601,"Las Vegas","English",5944,20337,"Fashion",2022-05-04,"Fiber Fashion","Nevada"
802728,"Women","35-44","Women 35-44","Increase Sales",45,"Instagram",0.03,8870.03,3.58,"New York","French",23274,70457,"Fashion",2022-11-21,"Silk & Style","New York"
734898,"Men","35-44","Men 35-44","Market Expansion",45,"Instagram",0.04,7887.65,3.21,"Austin","French",20603,62545,"Food",2022-08-11,"Dine Divine","Texas"
672307,"Women","25-34","Women 25-34","Market Expansion",30,"Instagram",0.08,7034.47,4.6,"Miami","Spanish",18292,55702,"Fashion",2022-08-31,"Style Sphere","Florida"
725278,"Men","18-24","Men 18-24","Product Launch",15,"Facebook",0.04,2043.6,4.32,"Miami","English",5005,16344,"Fashion",2022-08-08,"Vogue Visions","Florida"
145128,"Women","25-34","Women 25-34","Increase Sales",60,"Twitter",0.13,11833.45,6.06,"Los Angeles","French",31335,94335,"Food",2022-11-28,"Gastronomy Guild","California"
801633,"Women","25-34","Women 25-34","Product Launch",30,"Twitter",0.04,6807.06,1.94,"Los Angeles","Spanish",17674,53870,"Fashion",2022-07-14,"Style Sphere","California"
398242,"Women","18-24","Women 18-24","Product Launch",60,"Pinterest",0.12,12499.39,1.190456776,"New York","French",19429,64245,"Food",2022-12-04,"Palate Paradise","New York"
805643,"Men","25-34","Men 25-34","Brand Awareness",45,"Twitter",0.13,9147.04,0.7,"Las Vegas","English",24026,72684,"Fashion",2022-07-01,"Style Sphere","Nevada"
680158,"Women","25-34","Women 25-34","Brand Awareness",30,"Instagram",0.13,7292.26,4.68,"Austin","English",18986,57758,"Food",2022-09-11,"Dine Divine","Texas"
679864,"Men","25-34","Men 25-34","Increase Sales",30,"Instagram",0.11,6116.45,6.44,"New York","French",15812,48356,"Fashion",2022-10-03,"Fiber Fashion","New York"
906677,"Women","18-24","Women 18-24","Product Launch",45,"Pinterest",0.14,8948.78,1.260168209,"Austin","Spanish",13798,45910,"Fashion",2022-01-05,"Chic Couture","Texas"
549760,"Women","18-24","Women 18-24","Product Launch",15,"Pinterest",0.05,2458.37,0.791850378,"Miami","Spanish",3528,12469,"Food",2022-10-20,"Bistro Bliss","Florida"
416261,"Women","18-24","Women 18-24","Product Launch",15,"Facebook",0.04,3136.41,2.99,"Austin","French",7733,24426,"Fashion",2022-09-02,"Silk & Style","Texas"
176547,"Women","25-34","Women 25-34","Brand Awareness",15,"Instagram",0.05,2705.65,6.61,"New York","English",6621,21132,"Food",2022-04-17,"Culinary Quest","New York"
744236,"Women","25-34","Women 25-34","Increase Sales",30,"Pinterest",0.06,5089.64,0.895523791,"Austin","Spanish",7646,25878,"Food",2022-10-13,"Palate Paradise","Texas"
130893,"Men","35-44","Men 35-44","Increase Sales",45,"Pinterest",0.04,8179.55,0.709626637,"Austin","English",12573,41922,"Fashion",2022-09-02,"Trend Tailors","Texas"
459943,"Women","25-34","Women 25-34","Increase Sales",60,"Facebook",0.15,14038.24,4.31,"New York","Spanish",36749,110372,"Fashion",2022-06-13,"Silk & Style","New York"
609614,"Men","25-34","Men 25-34","Brand Awareness",60,"Facebook",0.11,13874.39,1.1,"Austin","French",36407,109359,"Food",2022-02-27,"Savor Street","Texas"
816602,"Men","35-44","Men 35-44","Brand Awareness",45,"Instagram",0.11,9002.56,1.59,"Miami","Spanish",23634,71524,"Fashion",2022-04-04,"Silk & Style","Florida"
202195,"Men","25-34","Men 25-34","Product Launch",60,"Twitter",0.1,13790.32,3.41,"Miami","French",36224,108815,"Food",2022-08-05,"Palate Paradise","Florida"
225664,"Men","35-44","Men 35-44","Brand Awareness",45,"Facebook",0.03,11186.8,3.31,"Los Angeles","French",29586,89154,"Food",2022-02-11,"Dine Divine","California"
912603,"Men","35-44","Men 35-44","Market Expansion",15,"Pinterest",0.02,500,0.189472099,"Las Vegas","Spanish",990,4207,"Food",2022-10-25,"Culinary Quest","Nevada"
694087,"Women","25-34","Women 25-34","Brand Awareness",45,"Facebook",0.02,8067.83,1,"Los Angeles","English",21099,64016,"Food",2022-01-20,"Nosh Nirvana","California"
465867,"Men","25-34","Men 25-34","Brand Awareness",15,"Facebook",0.07,2502.72,4.18,"Las Vegas","English",6119,19645,"Food",2022-03-27,"Feast Flavors","Nevada"
963179,"Men","18-24","Men 18-24","Product Launch",15,"Facebook",0.12,500,4.67,"Los Angeles","Spanish",1294,5352,"Fashion",2022-05-09,"Fiber Fashion","California"
678985,"Men","35-44","Men 35-44","Increase Sales",45,"Twitter",0.14,8311.2,4.42,"Miami","Spanish",21771,66007,"Fashion",2022-02-09,"Style Sphere","Florida"
809177,"Women","18-24","Women 18-24","Brand Awareness",30,"Instagram",0.02,7710.03,5.77,"New York","Spanish",20117,61106,"Food",2022-05-15,"Culinary Quest","New York"
274216,"Men","35-44","Men 35-44","Market Expansion",60,"Facebook",0.06,13639,0.18,"Austin","French",35900,107858,"Fashion",2022-09-29,"Mode Maven","Texas"
712099,"Men","25-34","Men 25-34","Brand Awareness",15,"Twitter",0.05,1966.36,7.99,"Miami","Spanish",4825,15812,"Fashion",2022-12-18,"Attire Artistry","Florida"
537704,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.06,14556.04,5.53,"New York","French",37731,113281,"Fashion",2022-05-08,"Trend Tailors","New York"
158701,"Men","18-24","Men 18-24","Market Expansion",60,"Twitter",0.1,11484.32,2.26,"New York","Spanish",30398,91561,"Food",2022-06-11,"Dine Divine","New York"
129748,"Women","25-34","Women 25-34","Brand Awareness",15,"Pinterest",0.05,722.43,0.736438726,"New York","French",1409,5569,"Fashion",2022-05-05,"Mode Maven","New York"
913947,"Women","35-44","Women 35-44","Product Launch",30,"Facebook",0.09,6855.7,7.99,"New York","French",17805,54257,"Fashion",2022-07-13,"Chic Couture","New York"
611628,"Women","18-24","Women 18-24","Market Expansion",15,"Pinterest",0.12,3838.43,0.956297861,"Las Vegas","English",5637,19338,"Fashion",2022-06-10,"Chic Couture","Nevada"
265961,"Women","25-34","Women 25-34","Market Expansion",30,"Pinterest",0.04,4504.66,0.795425323,"Los Angeles","Spanish",6708,22824,"Fashion",2022-03-15,"Style Sphere","California"
320808,"Men","35-44","Men 35-44","Market Expansion",45,"Facebook",0.08,9054.23,7.87,"Los Angeles","French",23767,71919,"Fashion",2022-01-03,"Vogue Visions","California"
853255,"Women","25-34","Women 25-34","Brand Awareness",45,"Twitter",0.11,10804,1.47,"Miami","English",28539,86052,"Food",2022-08-22,"Gastronomy Guild","Florida"
433583,"Men","25-34","Men 25-34","Market Expansion",45,"Facebook",0.08,9975.29,6.7,"New York","French",26282,79369,"Food",2022-01-01,"Nosh Nirvana","New York"
579168,"Men","18-24","Men 18-24","Increase Sales",60,"Instagram",0.1,13747.72,6.9,"Los Angeles","Spanish",36132,108545,"Food",2022-10-26,"Gastronomy Guild","California"
610647,"Men","35-44","Men 35-44","Product Launch",60,"Facebook",0.14,15000,5.52,"Las Vegas","Spanish",38697,116140,"Fashion",2022-07-31,"Attire Artistry","Nevada"
396874,"Women","25-34","Women 25-34","Brand Awareness",60,"Facebook",0.12,12863.46,0.5,"Los Angeles","Spanish",34032,102323,"Food",2022-01-29,"Nosh Nirvana","California"
367127,"Men","18-24","Men 18-24","Brand Awareness",30,"Instagram",0.09,7683.84,5.57,"Las Vegas","French",20042,60886,"Fashion",2022-06-14,"Runway Rebels","Nevada"
793632,"Women","25-34","Women 25-34","Market Expansion",60,"Twitter",0.09,15000,0.97,"New York","Spanish",38466,115456,"Food",2022-02-13,"Feast Flavors","New York"
174041,"Men","25-34","Men 25-34","Brand Awareness",60,"Facebook",0.02,12342.26,5.15,"Austin","Spanish",32675,98303,"Fashion",2022-06-26,"Attire Artistry","Texas"
943516,"Women","35-44","Women 35-44","Market Expansion",45,"Pinterest",0.01,7974.8,0.100098468,"Las Vegas","Spanish",12241,40840,"Fashion",2022-10-02,"Chic Couture","Nevada"
210975,"Women","25-34","Women 25-34","Increase Sales",30,"Facebook",0.03,4447.79,0.97,"Las Vegas","Spanish",11265,34888,"Food",2022-01-24,"Palate Paradise","Nevada"
103544,"Men","18-24","Men 18-24","Increase Sales",15,"Twitter",0.1,500,5.95,"New York","Spanish",1135,4880,"Food",2022-03-30,"Epicurean Edge","New York"
839921,"Women","35-44","Women 35-44","Product Launch",15,"Instagram",0.04,3481.85,3.51,"Austin","English",8633,27092,"Food",2022-09-22,"Savor Street","Texas"
785805,"Men","25-34","Men 25-34","Market Expansion",45,"Instagram",0.13,10125.78,3.83,"Miami","French",26700,80606,"Fashion",2022-01-21,"Glam Garments","Florida"
872175,"Men","35-44","Men 35-44","Increase Sales",45,"Facebook",0.07,10193.44,7.02,"Miami","French",26880,81140,"Fashion",2022-03-11,"Attire Artistry","Florida"
